Unnamed: 0,Sentence,question,correct_answer,false_answer,model_question,bert_question,num_of_masks,false_answer_score,correct_mask_1_score,correct_mask_2_score
17,The architect that liked Wes dominated the conversation while the game was on television.,who dominated the conversation?,architect,Wes,"The architect that liked Wes dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,0.08711262792348862,0.0007062498480081558,1.2899280363853904e-06
18,The waiter that the broker despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,broker,"The waiter that the broker despised drove the sports car home from work that evening. Therefore, the sports car was driven by the ",,1,0.09514474868774414,0.000789867655839771,
19,The waiter that you despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,you,"The waiter that you despised drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,0.03014051355421543,0.003016762901097536,7.52667838241905e-05
20,The waiter that Jan despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,Jan,"The waiter that Jan despised drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,0.001432217308320105,0.0028972283471375704,6.127545202616602e-05
21,The waiter that despised the broker drove the sports car home from work that evening.,who drove the sports car home?,waiter,broker,"The waiter that despised the broker drove the sports car home from work that evening. Therefore, the sports car was driven by the ",,1,0.10904614627361298,0.0045848446898162365,
22,The waiter that despised you drove the sports car home from work that evening.,who drove the sports car home?,waiter,you,"The waiter that despised you drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,0.043769560754299164,0.002112892223522067,3.97843359678518e-05
23,The waiter that despised Jan drove the sports car home from work that evening.,who drove the sports car home?,waiter,Jan,"The waiter that despised Jan drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,0.2626752257347107,0.0015777965309098363,2.4491215299349278e-05
24,The detective that the secretary disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,secretary,"The detective that the secretary disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by the ",,1,0.2193705290555954,0.015880193561315536,
25,The detective that you disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,you,"The detective that you disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,0.04611149802803993,0.006056131329387426,4.439408439793624e-05
26,The detective that Ted disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,Ted,"The detective that Ted disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,0.06565141677856445,0.004442501813173294,6.585824303328991e-05
27,The detective that disliked the secretary clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,secretary,"The detective that disliked the secretary clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by the ",,1,0.17872077226638794,0.02978651039302349,
28,The detective that disliked you clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,you,"The detective that disliked you clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,0.07338380068540573,0.00383180845528841,7.505247776862234e-05
29,The detective that disliked Ted clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,Ted,"The detective that disliked Ted clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,0.3401859402656555,0.0021840764675289392,7.98770270193927e-05
30,The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,0.16381482779979706,0.05362112075090408,
31,The judge that you ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that you ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.005209397990256548,0.022821957245469093,0.00011951389024034142
32,The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.002631701296195388,0.015471275895833969,5.253992640064098e-05
33,The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,0.08207256346940994,0.06272494047880173,
34,The judge that ignored you watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that ignored you watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.0085005396977067,0.01236172765493393,8.908016752684489e-05
35,The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.09211017191410065,0.00629979744553566,4.2234783904859796e-05
36,The robber that the man insulted read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that the man insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,0.027443476021289825,7.837770681362599e-05,
37,The robber that you insulted read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that you insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.012245181947946548,0.01591026969254017,1.2994068754323962e-07
38,The robber that Sam insulted read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that Sam insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.08397937566041946,0.008882692083716393,2.064550983504887e-07
39,The robber that insulted the man read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that insulted the man read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,0.021376634016633034,0.00011045614519389346,
40,The robber that insulted you read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that insulted you read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.013110091909766197,0.012000812217593193,1.6853577733400016e-07
41,The robber that insulted Sam read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that insulted Sam read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.2325872778892517,0.006165776867419481,1.548211514545983e-07
42,The governor that the comedian admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that the comedian admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,0.08198415488004684,0.08244604617357254,
43,The governor that you admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that you admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.13560305535793304,0.007721331436187029,0.0006206340040080249
44,The governor that Kay admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that Kay admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.1890270709991455,0.003571612760424614,0.0004860057379119098
45,The governor that admired the comedian answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that admired the comedian answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,0.01673070900142193,0.31333231925964355,
46,The governor that admired you answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that admired you answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.09550030529499054,0.005307725630700588,0.0004263689916115254
47,The governor that admired Kay answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that admired Kay answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.41250044107437134,0.0019481730414554477,0.0008594092214480042
48,The actor that the director thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that the director thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,0.17922531068325043,0.08090429753065109,
49,The actor that you thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that you thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.004117724020034075,0.03563936427235603,0.00025534763699397445
50,The actor that Fay thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that Fay thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.016905078664422035,0.02290382981300354,0.00021103491599205881
51,The actor that thanked the director worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that thanked the director worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,0.1344611644744873,0.14376890659332275,
52,The actor that thanked you worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that thanked you worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.009324428625404835,0.03370353579521179,0.00018317444482818246
53,The actor that thanked Fay worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that thanked Fay worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.15733860433101654,0.011829950846731663,0.00012121572945034131
54,The poet that the painter inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that the painter inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,0.8300606608390808,0.02419567108154297,
55,The poet that you inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that you inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.2562776207923889,0.0021340728271752596,0.0018029867205768824
56,The poet that Ben inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that Ben inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.5730888247489929,0.002641452709212899,0.0014215088449418545
57,The poet that inspired the painter wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that inspired the painter wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,0.5430631041526794,0.07829753309488297,
58,The poet that inspired you wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that inspired you wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.3820452392101288,0.0015729876467958093,0.0014838752103969455
59,The poet that inspired Ben wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that inspired Ben wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.5478502511978149,0.001193649135529995,0.0011766207171604037
60,The chef that the worker distrusted called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that the worker distrusted called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,0.2972774803638458,0.033625658601522446,
61,The chef that you distrusted called for help after the restaurant closed.,who called for help?,chef,you,"The chef that you distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.026316724717617035,0.01765909232199192,2.8706372177111916e-05
62,The chef that Joe distrusted called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that Joe distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.3191608488559723,0.005757995881140232,3.531974653014913e-05
63,The chef that distrusted the worker called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that distrusted the worker called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,0.23282985389232635,0.05352528393268585,
64,The chef that distrusted you called for help after the restaurant closed.,who called for help?,chef,you,"The chef that distrusted you called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.06779470294713974,0.014116637408733368,1.6845102436491288e-05
65,The chef that distrusted Joe called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that distrusted Joe called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.8448241353034973,0.0006556827574968338,3.4573804441606626e-05
66,The aunt that the child amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,child,"The aunt that the child amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by the ",,1,0.3070359230041504,7.636247028131038e-05,
67,The aunt that you amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,you,"The aunt that you amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.05350112542510033,0.002612357260659337,8.570942213736998e-07
68,The aunt that Kim amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,Kim,"The aunt that Kim amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.01271481066942215,0.0029719325248152018,1.1700243476298056e-06
69,The aunt that amused the child made paper dolls out of the newspaper.,who made the paper dolls?,aunt,child,"The aunt that amused the child made paper dolls out of the newspaper. Therefore, the paper dolls were made by the ",,1,0.21691353619098663,0.0015264087123796344,
70,The aunt that amused you made paper dolls out of the newspaper.,who made the paper dolls?,aunt,you,"The aunt that amused you made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.07430218160152435,0.0015882301377132535,1.1036581781809218e-06
71,The aunt that amused Kim made paper dolls out of the newspaper.,who made the paper dolls?,aunt,Kim,"The aunt that amused Kim made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.12404321879148483,0.001666922471486032,1.1832336213046801e-06
72,The violinist that the conductor complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,conductor,"The violinist that the conductor complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is the ",,1,0.06397068500518799,0.0017289232928305864,
73,The violinist that you complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,you,"The violinist that you complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.00280749867670238,0.025175761431455612,1.2740006241074298e-05
74,The violinist that Nick complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,Nick,"The violinist that Nick complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.021696338430047035,0.015839403495192528,9.19517879083287e-06
75,The violinist that complimented the conductor performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,conductor,"The violinist that complimented the conductor performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is the ",,1,0.035564616322517395,0.012313551269471645,
76,The violinist that complimented you performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,you,"The violinist that complimented you performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.0014455164782702923,0.01612521894276142,1.2303895346121863e-05
77,The violinist that complimented Nick performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,Nick,"The violinist that complimented Nick performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.006422767415642738,0.011067741550505161,9.898649295791984e-06
78,The teacher that the student questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,student,"The teacher that the student questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by the ",,1,0.24782758951187134,0.1343212127685547,
79,The teacher that you questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,you,"The teacher that you questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.028086978942155838,0.0021501171868294477,0.0010135859483852983
80,The teacher that Bob questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,Bob,"The teacher that Bob questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.22544215619564056,0.0012143993517383933,0.0005707564414478838
81,The teacher that questioned the student wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,student,"The teacher that questioned the student wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by the ",,1,0.14601145684719086,0.20989827811717987,
82,The teacher that questioned you wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,you,"The teacher that questioned you wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.028663072735071182,0.0018152316333726048,0.0011582296574488282
83,The teacher that questioned Bob wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,Bob,"The teacher that questioned Bob wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.5435207486152649,0.0008119054255075753,0.0006401403225027025
84,The editor that the author recommended changed jobs after a new merger was announced.,who changed jobs?,editor,author,"The editor that the author recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is the ",,1,0.48587659001350403,0.010913076810538769,
85,The editor that you recommended changed jobs after a new merger was announced.,who changed jobs?,editor,you,"The editor that you recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.00424712710082531,0.018222210928797722,3.5930868762079626e-05
86,The editor that Jen recommended changed jobs after a new merger was announced.,who changed jobs?,editor,Jen,"The editor that Jen recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.004824689589440823,0.012712151743471622,1.859731310105417e-05
87,The editor that recommended the author changed jobs after a new merger was announced.,who changed jobs?,editor,author,"The editor that recommended the author changed jobs after a new merger was announced. Therefore, the person who changed jobs is the ",,1,0.4006847143173218,0.033955130726099014,
88,The editor that recommended you changed jobs after a new merger was announced.,who changed jobs?,editor,you,"The editor that recommended you changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.005064581986516714,0.017807336524128914,3.881524025928229e-05
89,The editor that recommended Jen changed jobs after a new merger was announced.,who changed jobs?,editor,Jen,"The editor that recommended Jen changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.010037141852080822,0.014906443655490875,1.9660119505715556e-05
90,The tailor that the customer described worked in a small building near the bus station.,who worked in a small building?,tailor,customer,"The tailor that the customer described worked in a small building near the bus station. Therefore, the person who works in a small building is the ",,1,0.021584952250123024,0.0013392192777246237,
91,The tailor that you described worked in a small building near the bus station.,who worked in a small building?,tailor,you,"The tailor that you described worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,0.00017634702089708298,0.015133203938603401,9.833247531787492e-06
92,The tailor that Pam described worked in a small building near the bus station.,who worked in a small building?,tailor,Pam,"The tailor that Pam described worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,1.1202065252291504e-05,0.010080572217702866,9.335914910479914e-06
93,The tailor that described the customer worked in a small building near the bus station.,who worked in a small building?,tailor,customer,"The tailor that described the customer worked in a small building near the bus station. Therefore, the person who works in a small building is the ",,1,0.015140905976295471,0.0020169143099337816,
94,The tailor that described you worked in a small building near the bus station.,who worked in a small building?,tailor,you,"The tailor that described you worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,0.0005442184046842158,0.011138700880110264,7.775951416988391e-06
95,The tailor that described Pam worked in a small building near the bus station.,who worked in a small building?,tailor,Pam,"The tailor that described Pam worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,0.0001261191355297342,0.0062241628766059875,6.726322681060992e-06
96,The admiral that the general advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,general,"The admiral that the general advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is the ",,1,0.39225122332572937,0.12820929288864136,
97,The admiral that you advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,you,"The admiral that you advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.02249857783317566,0.026134662330150604,3.12831652991008e-05
98,The admiral that Jim advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,Jim,"The admiral that Jim advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.08785058557987213,0.018466124311089516,3.532355549396016e-05
99,The admiral that advised the general reminisced nostalgically before the trip got underway.,who reminisced?,admiral,general,"The admiral that advised the general reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is the ",,1,0.23226790130138397,0.21270504593849182,
100,The admiral that advised you reminisced nostalgically before the trip got underway.,who reminisced?,admiral,you,"The admiral that advised you reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.0518312081694603,0.017522837966680527,6.742212281096727e-05
101,The admiral that advised Jim reminisced nostalgically before the trip got underway.,who reminisced?,admiral,Jim,"The admiral that advised Jim reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.41504454612731934,0.005293283611536026,3.583130819606595e-05
102,The coach that the referee criticized talked publicly about the incident after the game.,who talked about the incident?,coach,referee,"The coach that the referee criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is the ",,1,0.548438549041748,0.028693921864032745,
103,The coach that you criticized talked publicly about the incident after the game.,who talked about the incident?,coach,you,"The coach that you criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.007467929273843765,0.010501265525817871,7.519765495089814e-05
104,The coach that Kate criticized talked publicly about the incident after the game.,who talked about the incident?,coach,Kate,"The coach that Kate criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.031079240143299103,0.004492131993174553,3.662024755612947e-05
105,The coach that criticized the referee talked publicly about the incident after the game.,who talked about the incident?,coach,referee,"The coach that criticized the referee talked publicly about the incident after the game. Therefore, the person who talked about the incident is the ",,1,0.2948034405708313,0.0706452801823616,
106,The coach that criticized you talked publicly about the incident after the game.,who talked about the incident?,coach,you,"The coach that criticized you talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.01892688125371933,0.009317878633737564,5.3647654567612335e-05
107,The coach that criticized Kate talked publicly about the incident after the game.,who talked about the incident?,coach,Kate,"The coach that criticized Kate talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.44848769903182983,0.002065174048766494,2.1282710804371163e-05
108,The lawyer that the client interviewed had a very small office.,who had a very small office?,lawyer,client,"The lawyer that the client interviewed had a very small office. Therefore, the very small office belongs to the ",,1,0.057609181851148605,0.05581894889473915,
109,The lawyer that you interviewed had a very small office.,who had a very small office?,lawyer,you,"The lawyer that you interviewed had a very small office. Therefore, the very small office belongs to ",,2,0.2898353338241577,0.01636653207242489,3.30123511957936e-05
110,The lawyer that Ken interviewed had a very small office.,who had a very small office?,lawyer,Ken,"The lawyer that Ken interviewed had a very small office. Therefore, the very small office belongs to ",,2,0.0973287895321846,0.022922862321138382,4.742163582704961e-05
111,The lawyer that interviewed the client had a very small office.,who had a very small office?,lawyer,client,"The lawyer that interviewed the client had a very small office. Therefore, the very small office belongs to the ",,1,0.03624243289232254,0.026299001649022102,
112,The lawyer that interviewed you had a very small office.,who had a very small office?,lawyer,you,"The lawyer that interviewed you had a very small office. Therefore, the very small office belongs to ",,2,0.3006034195423126,0.00895198155194521,2.4431295969407074e-05
113,The lawyer that interviewed Ken had a very small office.,who had a very small office?,lawyer,Ken,"The lawyer that interviewed Ken had a very small office. Therefore, the very small office belongs to ",,2,0.6250077486038208,0.007649050559848547,1.7940412362804636e-05
114,The worker that the technician called drove a grey truck.,who drove a truck?,worker,technician,"The worker that the technician called drove a grey truck. Therefore, the person that drove a truck is the ",,1,0.024600237607955933,0.12520451843738556,
115,The worker that you called drove a grey truck.,who drove a truck?,worker,you,"The worker that you called drove a grey truck. Therefore, the person that drove a truck is ",,2,0.0021702838130295277,0.009421576745808125,4.427690782904392e-06
116,The worker that John called drove a grey truck.,who drove a truck?,worker,John,"The worker that John called drove a grey truck. Therefore, the person that drove a truck is ",,2,0.011257447302341461,0.010089599527418613,5.080460596218472e-06
117,The worker that called the technician drove a grey truck.,who drove a truck?,worker,technician,"The worker that called the technician drove a grey truck. Therefore, the person that drove a truck is the ",,1,0.05327216535806656,0.14634157717227936,
118,The worker that called you drove a grey truck.,who drove a truck?,worker,you,"The worker that called you drove a grey truck. Therefore, the person that drove a truck is ",,2,0.017645815387368202,0.009953174740076065,3.2876118893909734e-06
119,The worker that called John drove a grey truck.,Who drove a grey truck?,worker,John,"The worker that called John drove a grey truck. Therefore, the person that drove a truck is ",,2,0.022108592092990875,0.009584818966686726,5.655794666381553e-06
120,The salesman that the accountant contacted spoke very quickly.,Who spoke very quickly?,salesman,accountant,"The salesman that the accountant contacted spoke very quickly. Therefore, the person who spoke very quickly was the ",,1,0.30595049262046814,0.0036051736678928137,
