,Unnamed: 0,Sentence,question,correct_answer,false_answer,model_question,bert_question,num_of_masks,false_answer_score,correct_mask_1_score,correct_mask_2_score,animacy_state
30,30,The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,0.1195486858487129,0.1461207121610641,,both_animate
31,31,The judge that you ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that you ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.0022444927599281,0.000461172487121,7.299675780814141e-05,both_animate
32,32,The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.0005341872456483,0.000354428688297,4.7250392526621e-05,both_animate
33,33,The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,0.1266023367643356,0.136739581823349,,both_animate
34,34,The judge that ignored you watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that ignored you watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.0054694805294275,0.0004979868535883,7.824072235962376e-05,both_animate
35,35,The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,0.0032722784671932,0.0003342166892252,4.490152059588581e-05,both_animate
36,36,The robber that the man insulted read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that the man insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,0.0272789001464843,0.0004412113048601,,both_animate
37,37,The robber that you insulted read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that you insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.0045958538539707,0.0005095067899674,1.22282870052004e-06,both_animate
38,38,The robber that Sam insulted read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that Sam insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.0020188323687762,0.0003032564709428,1.266380081688112e-06,both_animate
39,39,The robber that insulted the man read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that insulted the man read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,0.0231219585984945,0.0091026937589049,,both_animate
40,40,The robber that insulted you read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that insulted you read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.003506083972752,0.0004846555821131,2.3369402697426267e-06,both_animate
41,41,The robber that insulted Sam read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that insulted Sam read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,0.0007469372940249,0.0002191250096075,1.321385866503988e-06,both_animate
42,42,The governor that the comedian admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that the comedian admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,0.0193289387971162,0.2736774086952209,,both_animate
43,43,The governor that you admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that you admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.0221110023558139,0.0016807973152026,0.0001010247069643,both_animate
44,44,The governor that Kay admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that Kay admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.0161846503615379,0.0024738106876611,7.39440947654657e-05,both_animate
45,45,The governor that admired the comedian answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that admired the comedian answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,0.0133314179256558,0.2740838527679443,,both_animate
46,46,The governor that admired you answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that admired you answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.0458255484700202,0.0014060921967029,9.289172157878056e-05,both_animate
47,47,The governor that admired Kay answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that admired Kay answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,0.1523795872926712,0.0018227163236588,5.2712406613864005e-05,both_animate
48,48,The actor that the director thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that the director thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,0.1066641435027122,0.2109999358654022,,both_animate
49,49,The actor that you thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that you thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.0126015273854136,0.0023000992368906,0.0002231189282611,both_animate
50,50,The actor that Fay thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that Fay thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.0001568332372698,0.002380461897701,0.0001970237353816,both_animate
51,51,The actor that thanked the director worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that thanked the director worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,0.1000540852546691,0.2708025276660919,,both_animate
52,52,The actor that thanked you worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that thanked you worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.0363085009157657,0.0018309428123757,0.0001187114830827,both_animate
53,53,The actor that thanked Fay worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that thanked Fay worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,0.0147851426154375,0.0015500356676056,0.0001007639293675,both_animate
54,54,The poet that the painter inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that the painter inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,0.7982107400894165,0.0364399775862693,,both_animate
55,55,The poet that you inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that you inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.1312504559755325,0.001281879027374,0.0001844792423071,both_animate
56,56,The poet that Ben inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that Ben inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.8703253865242004,0.0001973669568542,8.792080916464329e-05,both_animate
57,57,The poet that inspired the painter wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that inspired the painter wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,0.865869402885437,0.0173152983188629,,both_animate
58,58,The poet that inspired you wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that inspired you wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.7320579886436462,0.0004233209474477,0.0001196637822431,both_animate
59,59,The poet that inspired Ben wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that inspired Ben wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,0.8282172083854675,0.0001488659763708,6.945252243895084e-05,both_animate
60,60,The chef that the worker distrusted called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that the worker distrusted called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,0.0412185452878475,0.1783968359231948,,both_animate
61,61,The chef that you distrusted called for help after the restaurant closed.,who called for help?,chef,you,"The chef that you distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.0096133090555667,0.0002330888964934,7.38460585125722e-06,both_animate
62,62,The chef that Joe distrusted called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that Joe distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.142756313085556,0.0001984505506698,1.930602957145311e-05,both_animate
63,63,The chef that distrusted the worker called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that distrusted the worker called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,0.0042126448825001,0.5580409169197083,,both_animate
64,64,The chef that distrusted you called for help after the restaurant closed.,who called for help?,chef,you,"The chef that distrusted you called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.0131450556218624,0.000198684487259,1.0715180906117894e-05,both_animate
65,65,The chef that distrusted Joe called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that distrusted Joe called for help after the restaurant closed. Therefore, the person who called for help is ",,2,0.146906167268753,0.0001573730696691,1.7087479136534967e-05,both_animate
66,66,The aunt that the child amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,child,"The aunt that the child amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by the ",,1,0.4462896287441253,0.0006475356058217,,both_animate
67,67,The aunt that you amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,you,"The aunt that you amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.1314820051193237,0.0007923788507468,2.4271319489344023e-05,both_animate
68,68,The aunt that Kim amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,Kim,"The aunt that Kim amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.3474695384502411,0.0008668329101055,1.043228076014202e-05,both_animate
69,69,The aunt that amused the child made paper dolls out of the newspaper.,who made the paper dolls?,aunt,child,"The aunt that amused the child made paper dolls out of the newspaper. Therefore, the paper dolls were made by the ",,1,0.1780003011226654,0.0756755918264389,,both_animate
70,70,The aunt that amused you made paper dolls out of the newspaper.,who made the paper dolls?,aunt,you,"The aunt that amused you made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.0889502093195915,0.0006287182332016,4.335778430686332e-05,both_animate
71,71,The aunt that amused Kim made paper dolls out of the newspaper.,who made the paper dolls?,aunt,Kim,"The aunt that amused Kim made paper dolls out of the newspaper. Therefore, the paper dolls were made by ",,2,0.4656180441379547,0.0005236678989604,1.589841667737346e-05,both_animate
72,72,The violinist that the conductor complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,conductor,"The violinist that the conductor complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is the ",,1,0.6858983039855957,0.014270257204771,,both_animate
73,73,The violinist that you complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,you,"The violinist that you complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.0012761016841977,0.0004158604715485,3.1487434171140194e-06,both_animate
74,74,The violinist that Nick complimented performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,Nick,"The violinist that Nick complimented performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.0002408800937701,0.0002591471420601,4.884729150944622e-06,both_animate
75,75,The violinist that complimented the conductor performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,conductor,"The violinist that complimented the conductor performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is the ",,1,0.5632795691490173,0.0336282067000865,,both_animate
76,76,The violinist that complimented you performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,you,"The violinist that complimented you performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.0022324761375784,0.0002956522512249,2.2728052044840297e-06,both_animate
77,77,The violinist that complimented Nick performed at Carnegie Hall for two weeks.,who performed at Carnegie Hall?,violinist,Nick,"The violinist that complimented Nick performed at Carnegie Hall for two weeks. Therefore, the person who performed at Carnegie Hall is ",,2,0.000366060558008,0.0001376547879772,2.182113348681014e-06,both_animate
78,78,The teacher that the student questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,student,"The teacher that the student questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by the ",,1,0.3277775049209595,0.3518005013465881,,both_animate
79,79,The teacher that you questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,you,"The teacher that you questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.0184566006064414,0.000592534430325,4.1771414544200525e-05,both_animate
80,80,The teacher that Bob questioned wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,Bob,"The teacher that Bob questioned wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.0899623930454254,0.0005251765251159,8.95838747965172e-05,both_animate
81,81,The teacher that questioned the student wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,student,"The teacher that questioned the student wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by the ",,1,0.2955307364463806,0.4252015650272369,,both_animate
82,82,The teacher that questioned you wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,you,"The teacher that questioned you wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.0249009951949119,0.0005350785213522,4.183392957202159e-05,both_animate
83,83,The teacher that questioned Bob wrote a long science fiction novel during the summer vacation.,who wrote the novel?,teacher,Bob,"The teacher that questioned Bob wrote a long science fiction novel during the summer vacation. Therefore, the novel was written by ",,2,0.3148845732212066,0.0004324669425841,4.205632649245672e-05,both_animate
84,84,The editor that the author recommended changed jobs after a new merger was announced.,who changed jobs?,editor,author,"The editor that the author recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is the ",,1,0.3704675734043121,0.0176022611558437,,both_animate
85,85,The editor that you recommended changed jobs after a new merger was announced.,who changed jobs?,editor,you,"The editor that you recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.0052591823041439,0.0005903053097426,1.1099767107225487e-05,both_animate
86,86,The editor that Jen recommended changed jobs after a new merger was announced.,who changed jobs?,editor,Jen,"The editor that Jen recommended changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.0048336824402213,0.0006194295128807,1.602957127033733e-05,both_animate
87,87,The editor that recommended the author changed jobs after a new merger was announced.,who changed jobs?,editor,author,"The editor that recommended the author changed jobs after a new merger was announced. Therefore, the person who changed jobs is the ",,1,0.7201032638549805,0.0078509226441383,,both_animate
88,88,The editor that recommended you changed jobs after a new merger was announced.,who changed jobs?,editor,you,"The editor that recommended you changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.0133522823452949,0.000500968308188,6.295509592746384e-06,both_animate
89,89,The editor that recommended Jen changed jobs after a new merger was announced.,who changed jobs?,editor,Jen,"The editor that recommended Jen changed jobs after a new merger was announced. Therefore, the person who changed jobs is ",,2,0.0094660902395844,0.0004842875059694,8.521034942532424e-06,both_animate
90,90,The tailor that the customer described worked in a small building near the bus station.,who worked in a small building?,tailor,customer,"The tailor that the customer described worked in a small building near the bus station. Therefore, the person who works in a small building is the ",,1,0.0911686718463897,0.0007087798439897,,both_animate
91,91,The tailor that you described worked in a small building near the bus station.,who worked in a small building?,tailor,you,"The tailor that you described worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,0.0046688145957887,0.0006343761342577,2.7658763883664506e-06,both_animate
92,92,The tailor that Pam described worked in a small building near the bus station.,who worked in a small building?,tailor,Pam,"The tailor that Pam described worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,7.974958862178028e-07,0.000466654455522,2.2943056592339417e-06,both_animate
93,93,The tailor that described the customer worked in a small building near the bus station.,who worked in a small building?,tailor,customer,"The tailor that described the customer worked in a small building near the bus station. Therefore, the person who works in a small building is the ",,1,0.0938650220632553,0.0100800227373838,,both_animate
94,94,The tailor that described you worked in a small building near the bus station.,who worked in a small building?,tailor,you,"The tailor that described you worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,0.0184534303843975,0.0007761952583678,2.8343283702270128e-06,both_animate
95,95,The tailor that described Pam worked in a small building near the bus station.,who worked in a small building?,tailor,Pam,"The tailor that described Pam worked in a small building near the bus station. Therefore, the person who works in a small building is ",,2,2.0634988686651923e-05,0.0004526293778326,1.5876250927249205e-06,both_animate
96,96,The admiral that the general advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,general,"The admiral that the general advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is the ",,1,0.1037239208817482,0.0122501188889145,,both_animate
97,97,The admiral that you advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,you,"The admiral that you advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.0323270410299301,0.002164184814319,4.1707321543071885e-06,both_animate
98,98,The admiral that Jim advised reminisced nostalgically before the trip got underway.,who reminisced?,admiral,Jim,"The admiral that Jim advised reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.0063806409016251,0.0024603421334177,1.140213407779811e-05,both_animate
99,99,The admiral that advised the general reminisced nostalgically before the trip got underway.,who reminisced?,admiral,general,"The admiral that advised the general reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is the ",,1,0.1216029897332191,0.0278036966919899,,both_animate
100,100,The admiral that advised you reminisced nostalgically before the trip got underway.,who reminisced?,admiral,you,"The admiral that advised you reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.0544638521969318,0.0013991409214213,5.449487616715487e-06,both_animate
101,101,The admiral that advised Jim reminisced nostalgically before the trip got underway.,who reminisced?,admiral,Jim,"The admiral that advised Jim reminisced nostalgically before the trip got underway. Therefore, the person who reminisced is ",,2,0.006132876034826,0.0018672293517738,1.4599205314880235e-05,both_animate
102,102,The coach that the referee criticized talked publicly about the incident after the game.,who talked about the incident?,coach,referee,"The coach that the referee criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is the ",,1,0.1193828955292701,0.019651710987091,,both_animate
103,103,The coach that you criticized talked publicly about the incident after the game.,who talked about the incident?,coach,you,"The coach that you criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.0004977816715836,0.0005777675542049,1.9437795344856568e-05,both_animate
104,104,The coach that Kate criticized talked publicly about the incident after the game.,who talked about the incident?,coach,Kate,"The coach that Kate criticized talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.0027156812138855,0.0004031452408526,1.739611616358161e-05,both_animate
105,105,The coach that criticized the referee talked publicly about the incident after the game.,who talked about the incident?,coach,referee,"The coach that criticized the referee talked publicly about the incident after the game. Therefore, the person who talked about the incident is the ",,1,0.1409859359264373,0.0424107760190963,,both_animate
106,106,The coach that criticized you talked publicly about the incident after the game.,who talked about the incident?,coach,you,"The coach that criticized you talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.0038607395254075,0.0006793608772568,2.23440019908594e-05,both_animate
107,107,The coach that criticized Kate talked publicly about the incident after the game.,who talked about the incident?,coach,Kate,"The coach that criticized Kate talked publicly about the incident after the game. Therefore, the person who talked about the incident is ",,2,0.0091969575732946,0.0003629782877396,2.0710778699140064e-05,both_animate
108,108,The lawyer that the client interviewed had a very small office.,who had a very small office?,lawyer,client,"The lawyer that the client interviewed had a very small office. Therefore, the very small office belongs to the ",,1,0.9050950407981871,0.0150376111268997,,both_animate
109,109,The lawyer that you interviewed had a very small office.,who had a very small office?,lawyer,you,"The lawyer that you interviewed had a very small office. Therefore, the very small office belongs to ",,2,0.7024002075195312,0.0002475116634741,0.0001636540837353,both_animate
110,110,The lawyer that Ken interviewed had a very small office.,who had a very small office?,lawyer,Ken,"The lawyer that Ken interviewed had a very small office. Therefore, the very small office belongs to ",,2,0.2341078221797943,0.0013888073153793,4.712938971351832e-05,both_animate
111,111,The lawyer that interviewed the client had a very small office.,who had a very small office?,lawyer,client,"The lawyer that interviewed the client had a very small office. Therefore, the very small office belongs to the ",,1,0.8875876069068909,0.0200358480215072,,both_animate
112,112,The lawyer that interviewed you had a very small office.,who had a very small office?,lawyer,you,"The lawyer that interviewed you had a very small office. Therefore, the very small office belongs to ",,2,0.7046095728874207,0.0002077801327686,9.270053851651028e-05,both_animate
113,113,The lawyer that interviewed Ken had a very small office.,who had a very small office?,lawyer,Ken,"The lawyer that interviewed Ken had a very small office. Therefore, the very small office belongs to ",,2,0.451937198638916,0.0011596449185162,5.193712786422111e-05,both_animate
